"","facility_name","facility_type_display","maternal_health_delivery_services","emergency_transport","skilled_birth_attendant","num_chews_fulltime","phcn_electricity","c_section_yn","child_health_measles_immun_calc","num_nurses_fulltime","num_nursemidwives_fulltime","num_doctors_fulltime","date_of_survey","facility_id","community","ward","management","improved_water_supply","improved_sanitation","vaccines_fridge_freezer","antenatal_care_yn","family_planning_yn","malaria_treatment_artemisinin","sector","formhub_photo_id","gps","survey_id","state","lga","new","another","latitude","longitude"
"1492","dispensery","Health Post",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-25","IGYTX","Kamfanin jibrin","alaba","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1337959715059.jpg","10.675749778747559 4.862490892410278 256.0 4.0","5ae8210c-66bd-40ef-baea-910a20dcd81c","niger","magama",NA,NA,10.6757497787476,4.86249089241028
"1493","PRIMARY HEALTH CARE MAGO","Clinic",TRUE,TRUE,FALSE,4,FALSE,FALSE,TRUE,0,0,0,"2012-05-26","YBHOC","MAGO","MAGO","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338039302403.jpg","10.872125029563904 4.4267338514328 252.0 4.0","f23e62cb-dc2e-4e2f-8c2e-72c126fd5147","niger","agwara",NA,NA,10.8721250295639,4.4267338514328
"1494","PRIMARY HEALTH CENTER","Clinic",TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,0,0,0,"2012-05-28","SVFOO","KOKOLI","kOkOLI","public",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"health","1338205630575.jpg","10.62654197216034 4.51612114906311 176.0 4.0","41a6a176-c1ed-4366-bb6e-6b1702bb6c59","niger","agwara",NA,NA,10.6265419721603,4.51612114906311
"1495","HEALTH  CLINIC","Clinic",TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","SIGYE","MANUM NAJEBA","KOKOLI","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338224923453.jpg","10.583857297897339 4.576599597930908 215.0 4.0","dd37131c-1970-4928-a46f-2d8970bdf577","niger","agwara",NA,NA,10.5838572978973,4.57659959793091
"1496","PRIMARY HEALTH CARE CENTRE  KOMALA","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,NA,0,NA,"2012-05-26","QKADJ","KOMALA","AGWATA","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1338037737710.jpg","10.89194655418396 4.709406495094299 155.0 4.0","323879f5-0afa-4e9d-adb6-bd638bbfa0b6","niger","agwara",NA,NA,10.891946554184,4.7094064950943
"1497","Primary Health Care","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,NA,0,NA,"2012-05-26","XTISV","Utula","Mago","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338034629768.jpg","10.886056423187256 4.353353977203369 234.0 4.0","7803a49b-91b7-443f-bd79-8aaa655d6a41","niger","agwara",NA,NA,10.8860564231873,4.35335397720337
"1498","PAPIRI PRIMARY HEALTH CARE","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-05-28","HNIEA","TUNGAN KADIBA","PAPIRI","public",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"health","1338219741693.jpg","10.637147426605225 4.3268269300460815 234.0 3.0","e5580f13-6126-4986-88c2-d566403f1b76","niger","agwara",NA,NA,10.6371474266052,4.32682693004608
"1499","HEALTH CLINIC","Clinic",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,NA,0,NA,"2012-05-26","GWYJK","KASABU","KASABU","public",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1338041943199.jpg","10.86074709892273 4.717919826507568 167.0 4.0","a3eede54-a990-4946-8710-e6764edbdb5c","niger","agwara",NA,NA,10.8607470989227,4.71791982650757
"1500",NA,"Clinic",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-09-08","ZGXHZ","Izom","Izom","private",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1347105615622.jpg","9.244045615196228 7.005715370178223 276.0 2.0","3801d162-720e-4e13-a2e6-1cd305ae3c19","niger","gurara",NA,NA,9.24404561519623,7.00571537017822
"1501","bodo p h c","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2011-05-11","VXCOE","Bodo","Guni","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1305129589118.jpg","9.850664734840393 6.877784729003906 420.0 4.0","9bc30f204b72a9096b4e9d1b2a36487b","niger","munya",NA,NA,9.85066473484039,6.87778472900391
"1502","matseri health facility","Health Post",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","GFDPM","kotankoro","Kotankoro","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338303307615.jpg","10.938166379928589 5.9103065729141235 452.0 2.0","04d02ff2-26c9-45a2-a604-b2f81382fc25","niger","mariga",NA,NA,10.9381663799286,5.91030657291412
"1503","Health Post","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-14","SOBYP","Bongi","Gazhe (2)","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1342259543532.jpg","8.963690400123596 5.713292956352234 112.0 3.0","8a0a63ce-efce-42ba-9ce0-5ab63695821b","niger","edati",NA,NA,8.9636904001236,5.71329295635223
"1504","Basics Heath c","Clinic",TRUE,FALSE,TRUE,0,NA,TRUE,NA,2,0,0,"2012-09-10","JZYRD","Izom","Izom",NA,NA,FALSE,NA,FALSE,TRUE,FALSE,"health","1347272789933.jpg","9.27396297454834 7.1400511264801025 490.0 4.0","df374dc3-6c96-4bc5-9bcc-ad5fdefd143c","niger","gurara",NA,NA,9.27396297454834,7.1400511264801
"1505","kantigi clinic","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,NA,0,NA,"2012-07-11","JOOQA","Kantigi","Gonagi","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1342001063893.jpg","8.991891145706177 5.620595812797546 121.0 4.0","fef1f747-4109-45b0-b26d-daf9dfdb14ff","niger","edati",NA,NA,8.99189114570618,5.62059581279755
"1506","phc","Clinic",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,"2011-05-05","DPSSE","Charati","Dassun","public",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1304617196516.jpg","9.462130665779114 5.437803268432617 223.0 4.0","a08e17a60775208016e0fc91f037e678","niger","lavun",NA,NA,9.46213066577911,5.43780326843262
"1507","B.h.c","Clinic",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,"2012-05-28","SHZOZ","Kura","Kura","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338203618818.jpg","10.25147259235382 5.029340386390686 270.0 4.0","d587511e-a5f2-4c49-baf4-abcdf47cf522","niger","magama",NA,NA,10.2514725923538,5.02934038639069
"1508","Tudun wada phc","Clinic",FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-09-07","QYEVN","Tudun wada","Bonu","public",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"health","1347030920815.jpg","9.36635908 6.90130669 398.20001220703125 5.0","9570b7c4-4656-4eee-8150-6d47f3e85298","niger","gurara",NA,NA,9.36635908,6.90130669
"1509","PRIMARY HEALTH CARE","Health Post",FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,1,0,"2012-05-26","PFJXL","ROFIYA","ROFIYA","public",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1338029480913.jpg","10.72374353 4.68359691 182.8000030517578 5.0","188339e6-40fa-4b4e-901d-43cb96066baf","niger","agwara",NA,NA,10.72374353,4.68359691
"1510","Santali Health Clinic, Ewugi","Clinic",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,"2012-07-13","XJWXS","Santali","Ewugi","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342189959445.jpg","8.991928696632385 6.390738487243652 164.0 4.0","154fe6cc-f5b2-404d-9732-1c366df06525","niger","agaie",NA,NA,8.99192869663239,6.39073848724365
"1511","Chata Health Clinic","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-14","IQTVM","Chata","Etsugaie","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1342266701162.jpg","9.116066694259644 6.339476108551025 173.0 2.0","133beeda-0b2c-4291-bb16-b2f04c986d96","niger","agaie",NA,NA,9.11606669425964,6.33947610855103
"1512","phc","Primary Health Center",TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","GCGHL","boku","bboku","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1342190551847.jpg","9.038529396057129 6.4828938245773315 189.0 4.0","a58e0408-44a4-4a45-a630-03d5857b2a73","niger","agaie",NA,NA,9.03852939605713,6.48289382457733
"1513","PRIMARY HEALTH CENTRE","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","FXNBO","BARO","BARO","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1342112724626.jpg","8.611103296279907 6.421401500701904 86.0 4.0","fce4f7ec-fa8b-400d-8b4a-febdbe41fba2","niger","agaie",NA,NA,8.61110329627991,6.4214015007019
"1514","mch Ekossa","Primary Health Center",FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,0,0,0,"2012-07-15","JQZLM","Agaie","Ekossa","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1342349525994.jpg","9.011154770851135 6.314526200294495 126.0 4.0","8b09f168-22f8-46c2-a15d-5d828669cec2","niger","agaie",NA,NA,9.01115477085114,6.31452620029449
"1515","Health Office, Kutiriko","Primary Health Center",FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-12","RTAFT","Kutiriko","Kutiriko","public",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"health","1342088245213.jpg","9.185900688171387 6.435198783874512 152.0 4.0","6d106633-53a4-4bd9-8995-fb8870c374a3","niger","agaie",NA,NA,9.18590068817139,6.43519878387451
"1516","Zoka Dispensary","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-15","RQKBD","Zako","Magaji","public",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342353817761.jpg","8.977369666099548 6.480699777603149 171.0 4.0","706a6225-0676-4937-9abf-bff2f4cd03ed","niger","agaie",NA,NA,8.97736966609955,6.48069977760315
"1517","Basic Health Clinic, Mashina Tako","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-07-13","GZQQJ","Mashina Tako","Ewugi","public",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342194329639.jpg","9.010156989097595 6.425843238830566 180.0 4.0","1a859357-68ee-4775-8c8d-c3e09c4d68cd","niger","agaie",NA,NA,9.0101569890976,6.42584323883057
"1518","DISPENSARY","Health Post",FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-12","LIASK","LOGUMA","BARO","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342088855092.jpg","8.738561868667603 6.3277870416641235 108.0 2.0","44f39f1e-e009-4c12-9587-c90e3f08ef54","niger","agaie",NA,NA,8.7385618686676,6.32778704166412
"1519","Primary Health Care Center Zago","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","FWYDG","Zago","Baro","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1342186902591.jpg","8.698993921279907 6.419711709022522 146.0 4.0","834a2bed-e522-4da5-8f44-3611620cf533","niger","agaie",NA,NA,8.69899392127991,6.41971170902252
"1520","phc","Clinic",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","KVDKZ","jipo","boku","public",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"health","1342111859469.jpg","8.82924735546112 6.422286629676819 173.0 4.0","c7c25c5f-38b5-481e-91fc-40fc9fe02653","niger","agaie",NA,NA,8.82924735546112,6.42228662967682
"1521","Akwano Health Clinic","Clinic",TRUE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-12","SQSJW","Akwano","Baro","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1342111838400.jpg","8.590477108955383 6.423402428627014 92.0 4.0","71f82a2b-47ea-4781-ba33-cd9b398a12d3","niger","agaie",NA,NA,8.59047710895538,6.42340242862701
"1522","WARD MODEL PHC CENTRE","Primary Health Center",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-07-13","ZHDQN","EMI STADO","MAGAJI","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1342198197697.jpg","8.921799659729004 6.298518776893616 143.0 4.0","50699999-94b0-40fa-b1e2-44f824b3704a","niger","agaie",NA,NA,8.921799659729,6.29851877689362
"1523","HEALTH  POST","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","TYGSY","TIMIGI","MAGAJI","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342442820531.jpg","8.819666504859924 6.39703094959259 142.0 3.0","c435f021-f5b0-4c21-be84-6cbf801094fd","niger","agaie",NA,NA,8.81966650485992,6.39703094959259
"1524","Twatandoka","Primary Health Center",FALSE,TRUE,FALSE,1,NA,FALSE,NA,0,0,0,"2012-07-12","LRQWF","Rwayan Dolka","Tagagi",NA,NA,FALSE,NA,FALSE,TRUE,FALSE,"health","1342117207037.jpg","8.97908091545105 6.539440155029297 179.0 4.0","25dd42d3-b002-466e-8c07-d1b96fc2a62d","niger","agaie",NA,NA,8.97908091545105,6.5394401550293
"1525","BASIC. HEALTH CENTER","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-09-07","IDYYZ","TUNA","BONU","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1347030454305.jpg","9.33390294 6.84838548 310.5 5.0","c47ad941-c3fe-4c64-9ba6-5147b0385da7","niger","gurara",NA,NA,9.33390294,6.84838548
"1526","HEALTH POST","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-14","HOSGJ","UMARU","MAGAJI","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342257099631.jpg","8.887483477592468 6.273123621940613 138.0 4.0","0730a3ff-6641-4786-bea4-fd46f20b25d3","niger","agaie",NA,NA,8.88748347759247,6.27312362194061
"1527","BASIC  HEALTH CENTER","Clinic",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-07-11","YJCZB","EKOWUGI","EKOWUGI","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1342005287902.jpg","9.007592797279358 6.312568187713623 148.0 4.0","4f31c23f-ee1b-44b5-b779-6c04db4c82d0","niger","agaie",NA,NA,9.00759279727936,6.31256818771362
"1528","Basic Health Center Wodata","Clinic",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-07-12","EINVX","Wadata","Baro","public",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health","1342099080049.jpg","8.644893765449524 6.424153447151184 91.0 4.0","b80e64cc-4fb3-431e-88d9-9d8655d2d716","niger","agaie",NA,NA,8.64489376544952,6.42415344715118
"1529","Emigi Dispensary","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","HHQEK","Emigi","Gbakogi","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1342085513943.jpg","8.933182954788208 6.134319305419922 95.0 4.0","d3c38996-9bba-44b6-ae4f-201164b2e0b0","niger","katcha",NA,NA,8.93318295478821,6.13431930541992
"1530","Wuna Dzukodan Primary Health Center","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","UIZBG","Wuna Dzukodan","Magaji","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1342169339290.jpg","8.848392963409424 6.349877715110779 130.0 4.0","92a28a42-b5ff-4fd9-8625-6cfa51b1bdef","niger","agaie",NA,NA,8.84839296340942,6.34987771511078
"1531","Healrh  clinic","Clinic",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","XAYOQ","Edoko","Boku","public",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"health","1342184062170.jpg","9.053040146827698 6.418102383613586 173.0 4.0","893718df-105b-4085-92f5-f3a2dd749e0f","niger","agaie",NA,NA,9.0530401468277,6.41810238361359
"1532","Health Office","Primary Health Center",FALSE,TRUE,FALSE,5,TRUE,FALSE,TRUE,0,0,0,"2012-07-11","QVRTP","Ekobaddegi","Ekobaddegi","public",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"health","1342014869932.jpg","9.013708233833313 6.3251906633377075 130.0 3.0","e6e3d827-4fbc-444c-a2db-e237327a50b1","niger","agaie",NA,NA,9.01370823383331,6.32519066333771
"1533","yerboso","Primary Health Center",TRUE,FALSE,TRUE,0,NA,FALSE,NA,1,0,0,"2012-07-14","SEUOY","likoli","Ekossa",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1342254768679.jpg","9.013391733169556 6.313995122909546 123.0 3.0","a5318b50-6c93-47b4-9432-5ce9843fa28b","niger","agaie",NA,NA,9.01339173316956,6.31399512290955
"1534","HEALTH POST DISPENSARY ALALA","Health Post",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2014-04-17","HUWOM","ALALA","TUNGAN WAWA","public",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1397132272550.jpg","10.329493333333334 5.304751666666667 305.0 5.0","a7e5bb1e-8396-499f-b604-873ded71446c","niger","kontagora",NA,NA,10.3294933333333,5.30475166666667
"1535","HEALTH CLINIC","Clinic",TRUE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-15","OXLSR","STAKPATI","MAGAJI","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342340272592.jpg","8.887735605239868 6.374291181564331 159.0 4.0","46c8c9b5-43b4-4b4d-8800-dc94916be30b","niger","agaie",NA,NA,8.88773560523987,6.37429118156433
"1536","Duma Health Post","Health Post",TRUE,TRUE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2012-07-11","EPDII","Duma","Duma Zago","public",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"health","1341992527116.jpg","8.892365097999573 6.624020934104919 143.0 4.0","74e0271f-87ec-4096-8a45-29a233eb2522","niger","lapai",NA,NA,8.89236509799957,6.62402093410492
"1537","Community health clinic gbangba","Primary Health Center",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-07-14","VYKGA","Gbangba","Sommazhiko","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1342260747275.jpg","9.40977394580841 6.127941012382507 155.0 4.0","cf8c11db-ba44-4e7d-98b3-8f69f5fcd08a","niger","gbako",NA,NA,9.40977394580841,6.12794101238251
"1538","RAIMA MATERNITY  HOME","Primary Health Center",TRUE,FALSE,TRUE,1,NA,FALSE,NA,0,0,1,"2012-07-15","STQTR","New  market Area","Ekossa",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1342346388956.jpg","9.010130167007446 6.310476064682007 134.0 4.0","3d28fe77-d1de-4f28-920d-9a9d6713d52f","niger","agaie",NA,NA,9.01013016700745,6.31047606468201
"1539","Basic Health Clinic, Kutiriko","Clinic",TRUE,TRUE,TRUE,4,TRUE,FALSE,TRUE,0,0,1,"2012-07-12","AYBEE","Kutiriko","Kutiriko","public",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"health","1342087706298.jpg","9.18682873249054 6.434941291809082 156.0 4.0","dc7bd771-f1c7-4b63-9c23-96c7948820fa","niger","agaie",NA,NA,9.18682873249054,6.43494129180908
"1540","HEALTH CENTER","Clinic",FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,0,0,0,"2012-07-12","HTHDX","BARO","BARO","public",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1342115028424.jpg","8.61601173877716 6.421878933906555 100.0 4.0","948f4520-301d-4e98-8140-98bf2f664080","niger","agaie",NA,NA,8.61601173877716,6.42187893390656
"1541","Ecwa clinic","Primary Health Centre (PHC)",TRUE,TRUE,FALSE,6,TRUE,FALSE,TRUE,0,0,0,"2014-04-18","HMPXE","Paiko","Paiko Central","faith_based",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1397515235455.jpg","9.43519501 6.63352797 331.8999938964844 5.0","f32d77c0-fe76-4b56-be01-e42956fcd95b","niger","paikoro",NA,NA,9.43519501,6.63352797
"1542","Primary Health clinic Ofegbe","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","PZGSX","Fogbe","Tagagi","public",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1342106707187.jpg","8.718439936637878 6.511523723602295 105.0 4.0","c3cce741-c8a9-421e-a1a3-373297d731c4","niger","agaie",NA,NA,8.71843993663788,6.51152372360229
"1543","Maternal and Child Health Clinic, Etsugaie","Clinic",TRUE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-14","IGXNT","Etsugaie","Etsugaie","public",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"health","1342253817671.jpg","9.17310655117035 6.2860411405563354 143.0 4.0","c806ef05-7c99-411d-8444-119ac72ea6fe","niger","agaie",NA,NA,9.17310655117035,6.28604114055634
"1544","MDGs Clinic, Evungi","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","NPLOW","Evungi","Sakpe","public",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1342090211254.jpg","9.125025272369385 5.648984313011169 289.0 4.0","be6a484a-6819-41cb-806a-107644c58f44","niger","edati",NA,NA,9.12502527236938,5.64898431301117
"1545","Yidna Mijin Yawa PHC","Primary Health Center",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-09-09","SPMWO","Yidna Mijin Yawa","Nikuchi Tungan Mallam","public",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1347187277317.jpg","9.36752771 6.64786009 313.3999938964844 5.0","74911dc7-612c-4664-b0ec-5916aa8541f4","niger","paikoro",NA,NA,9.36752771,6.64786009
"1546","matanity","Primary Health Center",TRUE,FALSE,FALSE,8,NA,FALSE,NA,0,0,0,"2012-07-12","SXWHF","Agaie","Ekossa",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1342102475834.jpg","8.746833801269531 6.448352336883545 196.0 4.0","af3ed98c-2e67-469c-9655-5f4572da2f81","niger","agaie",NA,NA,8.74683380126953,6.44835233688354
"1547","Healtg Clinic Nassarafu","Clinic",FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,0,0,0,"2011-05-16","CKTIW","Nassarafu","Kosotachin","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1305560559269.jpg","9.00453507900238 6.079725623130798 96.0 4.0","fa34e5df5526388d332fec6af4dba3ae","niger","lavun",NA,NA,9.00453507900238,6.0797256231308
"1548","Health Post","Health Post",TRUE,TRUE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-11","UJWTE","Dzagbodo","Dzagbodo","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1342039934891.jpg","8.9658522605896 6.174434423446655 153.0 3.0","7cefd8cb-ca25-4f53-aa83-99f05aaca144","niger","katcha",NA,NA,8.9658522605896,6.17443442344666
"1549","Pry health care","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2011-05-12","VZMXM","Zawadna","Fuka.","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1305201273707.jpg","9.596085548400879 6.931096315383911 465.0 4.0","babd8397ba3a20aafcfcde34f4dc712d","niger","munya",NA,NA,9.59608554840088,6.93109631538391
"1550","Goyiko Clinic","Health Post",TRUE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-14","OZYSC","Goyiko","Magaji","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1342259835874.jpg","8.858531713485718 6.281454563140869 130.0 3.0","bd3274e6-6394-4867-b327-d398b0bf7779","niger","agaie",NA,NA,8.85853171348572,6.28145456314087
"1551","Maternal and child health, school of middwifery","Primary Health Center",TRUE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,3,0,"2012-09-13","ELBFX","Tunga","Tudun Wada south","public",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1347527987875.jpg","9.59561168 6.55966737 268.6000061035156 5.0","4bfb2855-42de-46fb-a79f-7cc494f000a6","niger","chanchaga",NA,NA,9.59561168,6.55966737
"1552","gwadami p h c","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2011-05-16","RHTMW","Gwadami","Gini","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1305545299452.jpg","9.729064106941223 6.876497268676758 437.0 4.0","72bb08e370452b9727cb6e7e9e6bf47e","niger","munya",NA,NA,9.72906410694122,6.87649726867676
"1553","phc","Clinic",FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,0,0,0,"2011-05-12","SINIU","Zhigun","Dabban","public",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1305204365063.jpg","9.397677183151245 5.641522407531738 171.0 4.0","41e616cc26080186851843816a37bbf9","niger","lavun",NA,NA,9.39767718315125,5.64152240753174
"1554","Baburawsa","Primary Health Center",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-26","DTPDH","Babarasa","Wawa","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338047848342.jpg","9.779387712478638 4.315583109855652 282.0 4.0","036e8b70-eba0-4139-90d6-fe745f7fa0cb","niger","borgu",NA,NA,9.77938771247864,4.31558310985565
"1555","Health Post","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","GHFFC","Kwale","Rokota","public",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1342089790379.jpg","9.051768779754639 5.492343306541443 122.0 4.0","30760c56-dd0e-4cd8-8168-d9aef736e6aa","niger","edati",NA,NA,9.05176877975464,5.49234330654144
"1556","Primary Health Clinic, Liman","Clinic",FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,"2012-07-14","XAJQY","Liman","Etsugaie","public",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342264761125.jpg","9.140512347221375 6.367784142494202 173.0 4.0","46945a9d-ccba-431d-9812-8b5e6b6708c7","niger","agaie",NA,NA,9.14051234722137,6.3677841424942
"1557","PHC","Health Post",TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","UOTDN","BIRAMAFU","GBADAFU","public",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1342214752880.jpg","9.159491658210754 5.863421559333801 123.0 4.0","19ed68a2-86b3-402a-9fef-5e76aa313429","niger","gbako",NA,NA,9.15949165821075,5.8634215593338
